,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,city
35374,1,1,2,2,1,7,3.0,16,4.066773037085025,0,C1
35376,1,1,1,1,1,0,0.0,17,4.214631945393139,0,C1
35377,1,1,3,2,0,3,1.0,19,4.337399354471898,1,C1
35380,1,1,3,3,1,1,4.0,22,4.375041441672926,0,C1
35385,1,1,4,4,1,0,0.0,17,4.521268875598385,0,C1
35387,1,1,4,2,1,0,0.0,20,4.458668059764898,1,C25
35407,1,1,4,4,1,2,4.0,10,4.44213470499191,0,C20
35412,1,1,2,1,0,4,1.0,19,4.3433692002275315,1,C1
35428,1,1,3,2,1,8,2.0,20,4.258158193340794,0,C7
35441,0,1,2,2,1,1,4.0,20,4.221602000267184,0,C12
35449,1,1,2,2,1,0,0.0,19,4.243038048686294,0,C19
35451,1,1,3,3,1,0,0.0,18,4.442087629550761,0,C9
35457,1,1,2,2,1,2,3.0,21,4.09892047872233,0,C7
35460,1,1,4,2,1,0,0.0,18,4.49996186559619,0,C10
35464,1,1,2,1,0,10,2.0,15,4.2474626088984175,0,C13
35468,1,1,3,1,1,0,0.0,16,4.345883212931713,0,C3
35470,1,1,3,3,1,0,0.0,22,4.4661258704182,1,C1
35479,1,1,3,3,1,15,3.0,3,4.44854555482886,1,C10
35480,0,1,2,1,0,1,3.0,20,4.114530922570613,0,C5
35481,0,1,1,1,1,1,1.0,15,3.964966374831098,1,C6
35482,1,1,4,4,1,15,3.0,16,4.509299320219965,0,C1
35487,1,1,3,3,1,3,4.0,18,4.455027682356781,1,C2
35495,1,1,2,2,1,3,4.0,22,4.105169427999332,0,C2
35504,1,1,3,1,1,1,3.0,21,4.325351437805546,0,C7
35513,1,1,1,1,1,0,0.0,21,4.262593458026051,0,C3
35521,0,1,4,3,1,7,2.0,13,4.409432635965534,1,C2
35523,1,1,2,2,1,3,3.0,13,4.162325389190677,0,C1
35525,0,1,4,3,1,5,1.0,13,4.524201327535919,0,C1
35533,0,1,2,2,1,0,0.0,10,4.359759616415701,1,C13
35540,1,1,4,2,1,4,3.0,21,4.453837959083045,0,C5
35542,0,1,1,1,1,1,4.0,14,3.816373888752362,1,C4
35546,0,1,4,1,0,0,0.0,1,4.432135157757712,0,C5
35552,1,1,2,2,1,0,0.0,17,4.261738547352538,1,C23
35559,1,1,4,3,1,0,0.0,20,4.429429264381787,0,C1
35560,1,1,4,4,1,6,4.0,17,4.513025722087491,1,C1
35561,1,1,3,1,0,13,3.0,18,4.365469264897712,0,C2
35562,0,1,1,1,1,5,3.0,22,4.020609853377705,1,C2
35566,1,1,3,1,0,0,0.0,21,4.451995092280529,0,C2
35571,1,1,4,4,1,9,3.0,14,4.387674516274786,0,C33
35579,1,1,3,1,1,11,3.0,22,4.450618563451726,1,C2
35588,1,1,3,3,1,10,3.0,21,4.4184338800803244,1,C20
35591,0,1,4,3,0,15,3.0,18,4.469498014518465,0,C1
35600,0,1,2,2,1,0,0.0,19,4.284656282788515,1,C15
35605,1,1,3,2,1,15,4.0,17,4.448025752873446,1,C10
35609,1,1,3,3,1,1,1.0,16,4.472097928369354,1,C3
35613,1,1,3,1,1,15,3.0,19,4.484698353024001,0,C1
35621,1,1,4,4,1,7,3.0,18,4.521640109940734,0,C1
35622,1,1,3,3,1,5,3.0,22,4.272305844402086,1,C1
35625,1,1,3,1,1,0,0.0,12,4.4373192242406985,1,C10
35629,0,1,2,2,1,4,2.0,1,3.973497308732063,0,C8
35630,1,1,1,1,1,3,1.0,16,4.134559577422625,0,C4
35632,0,1,2,2,1,4,3.0,10,4.320129662080663,0,C24
35633,0,1,3,2,1,0,0.0,15,4.4361626470407565,0,C12
35648,1,1,4,4,1,0,0.0,19,4.457351946110694,1,C1
35653,0,1,1,1,1,0,0.0,22,3.9929950984313414,1,C15
35657,1,1,2,2,1,0,0.0,14,4.393890939002799,0,C1
35659,1,1,4,4,1,1,4.0,11,4.398786925178857,0,C2
35669,1,1,2,2,1,15,3.0,6,4.189568911922712,1,C32
35675,0,1,2,2,1,15,4.0,17,4.326048967946741,0,C10
35686,1,1,3,3,1,2,3.0,22,4.4701163531510035,0,C15
35687,1,1,3,3,1,15,3.0,17,4.294298648755626,0,C6
35688,1,1,2,1,1,4,3.0,19,4.302417519150622,0,C10
35695,1,1,3,1,0,10,3.0,21,4.516456043457748,0,C1
35697,1,1,3,3,1,1,2.0,22,4.397244581010386,0,C14
35700,1,1,4,3,1,0,0.0,19,4.478324031002878,1,C1
35703,1,1,2,2,1,0,0.0,16,4.34394005764571,0,C1
35704,1,1,3,2,1,4,1.0,10,4.214313897424399,0,C4
35716,1,1,4,3,1,0,0.0,17,4.5672805129420295,1,C1
35720,1,1,2,1,1,0,0.0,22,4.296006669313672,1,C2
35722,0,1,2,2,1,2,2.0,17,4.375319699456346,0,C14
35723,1,1,4,2,1,1,3.0,3,4.389151903088693,0,C2
35730,1,1,2,1,1,3,4.0,17,4.174373852250712,1,C11
35733,0,1,3,1,0,0,0.0,22,4.409107686843076,0,C2
35734,1,1,4,3,0,10,2.0,1,4.455986239067319,0,C5
35742,0,1,3,2,1,6,1.0,12,4.361183683038548,1,C10
35747,1,1,3,1,1,0,0.0,5,4.451264354621878,0,C1
35750,0,1,4,4,0,9,3.0,2,4.429997611295443,0,C3
35752,0,1,2,1,1,0,0.0,18,4.179827446193105,0,C2
35755,1,1,2,2,1,0,0.0,21,4.254963563612844,1,C7
35759,1,1,3,3,1,2,4.0,18,4.434249452396475,0,C1
35761,1,1,3,1,1,0,0.0,1,4.194991387457411,0,C18
35762,1,1,2,1,1,6,4.0,16,4.095322809916221,0,C1
35763,1,1,3,3,1,15,2.0,1,4.237015628745162,0,C6
35765,1,1,1,1,1,2,3.0,19,4.278277902353241,0,C11
35767,0,1,3,1,0,0,0.0,20,4.3271545124094315,0,C11
35768,1,1,3,3,1,3,2.0,20,4.308094652042313,1,C8
35775,1,1,4,3,1,0,0.0,15,4.2787718866513185,0,C3
35783,1,1,3,1,1,15,3.0,22,4.340206080040022,1,C2
35794,1,1,3,3,1,2,3.0,18,4.33488782863025,0,C1
35802,1,1,4,4,1,3,2.0,21,4.4964452918733535,0,C13
35804,1,1,2,2,1,2,3.0,16,4.338057875419756,0,C1
35806,1,1,2,2,1,9,3.0,20,4.105407985809177,0,C16
35817,1,1,2,1,1,0,0.0,18,4.144387374101937,1,C3
35824,1,1,3,2,1,2,4.0,9,4.369883489335479,0,C3
35826,1,1,1,1,1,0,0.0,22,4.1502343589578965,0,C15
35837,1,1,2,2,1,14,3.0,12,4.151308548182018,0,C17
35840,1,1,2,1,1,3,2.0,15,4.0127697562442775,0,C6
35841,1,1,4,4,1,15,4.0,22,4.359076226059263,0,C2
35848,0,1,3,2,1,0,0.0,22,4.3506820958134815,0,C3
35850,0,1,4,3,1,4,3.0,18,4.586463524357636,0,C15
35854,0,1,4,3,1,2,2.0,13,4.37267638951965,0,C9
35856,1,1,3,2,1,0,0.0,21,4.325351437805546,0,C11
35863,1,1,3,3,1,9,2.0,7,4.269022334729233,0,C4
35865,0,1,3,1,0,5,2.0,22,4.362663393096596,0,C2
35868,1,1,2,1,0,8,3.0,21,4.3777723573451945,0,C7
35872,0,1,2,2,0,4,3.0,17,4.22514380468751,0,C12
35877,1,1,2,2,1,3,3.0,22,4.075342539415632,0,C20
35880,1,1,3,2,1,0,0.0,21,4.202030350002668,0,C2
35886,1,1,1,1,1,0,0.0,16,3.9922883537970923,0,C1
35892,1,1,3,3,1,3,3.0,22,4.388470656702881,0,C18
35893,1,1,4,4,1,14,2.0,20,4.4753805931433615,0,C28
35902,1,1,1,1,1,0,0.0,5,4.059411937438656,0,C7
35914,0,1,1,1,1,2,1.0,1,4.183873164947831,0,C17
35915,0,1,3,3,1,2,2.0,20,4.481872410310664,0,C11
35917,0,1,3,1,1,12,4.0,21,4.335176972770027,0,C13
35926,1,1,2,2,1,4,3.0,22,4.141938667354281,0,C21
35930,1,1,3,1,0,2,3.0,18,4.378208878119611,0,C10
35934,1,1,2,2,1,0,0.0,5,4.324035392913916,1,C1
35947,0,1,2,2,1,2,3.0,20,4.259402728142589,0,C11
35948,1,1,3,3,1,5,4.0,22,4.333003684755698,1,C12
35953,1,1,3,3,1,1,1.0,21,4.499549625905149,0,C1
35957,1,1,3,3,1,11,3.0,15,4.322450856713227,0,C15
35964,1,1,3,3,1,15,2.0,13,4.366445371846602,0,C9
35967,1,1,2,1,0,15,2.0,15,4.127312173076592,0,C7
35969,0,1,1,1,1,3,1.0,22,3.9359101364305076,1,C12
35972,1,1,2,1,1,1,3.0,6,4.238266959761971,0,C20
35974,1,1,3,3,1,8,3.0,18,4.269326110710237,1,C32
35979,1,1,3,3,1,15,1.0,16,4.274527304396044,0,C12
35980,1,1,4,4,1,0,0.0,21,4.469998642218747,0,C1
35983,1,1,4,4,1,8,3.0,21,4.603655261521221,1,C2
35991,0,1,2,2,1,5,3.0,21,3.9698816437465,0,C13
35992,1,1,4,4,1,13,3.0,22,4.484698353024001,1,C15
35993,1,1,2,2,1,0,0.0,20,4.121559844187501,0,C15
35999,1,1,3,3,1,10,3.0,3,4.2554895980755365,1,C2
36000,0,1,2,2,1,0,0.0,12,4.139123134109579,1,C10
36002,0,1,1,1,0,0,0.0,16,4.184350674046956,0,C4
36010,1,1,3,3,1,2,3.0,21,4.367400652917831,0,C1
36013,1,1,2,1,0,2,1.0,22,4.328656810957202,0,C9
36014,1,1,3,3,1,0,0.0,20,4.430107319916718,0,C21
36015,0,1,4,2,1,0,0.0,21,4.580696939712436,0,C1
36016,1,1,2,2,1,7,1.0,19,4.318730966888098,0,C7
36023,1,1,3,3,1,2,3.0,7,4.35628597333148,0,C1
36027,1,1,3,3,1,15,2.0,7,4.372160539023197,0,C1
36036,0,1,2,1,0,4,3.0,22,4.197776611271387,1,C6
36043,1,1,4,4,1,3,1.0,20,4.408579125408668,0,C11
36046,1,1,2,1,0,1,4.0,13,4.293030905606437,1,C11
36053,1,1,4,1,1,0,0.0,19,4.523101047150648,0,C1
36056,1,1,4,3,1,0,0.0,18,4.462996612028056,0,C1
36058,0,1,3,3,1,0,0.0,19,4.492637484452999,1,C24
36061,1,1,3,1,0,0,0.0,21,4.426120708746615,0,C6
36064,1,1,3,3,0,15,3.0,11,4.430152486000884,0,C10
36075,1,1,4,4,1,0,0.0,22,4.397035735379094,1,C1
36077,0,1,2,2,1,0,0.0,13,4.330446242750866,0,C21
36090,1,1,2,2,1,0,0.0,22,4.261481745640964,1,C2
36091,1,1,4,3,1,6,3.0,3,4.35839175864902,0,C2
36099,0,1,4,1,0,9,1.0,22,4.38172861853511,1,C15
36102,1,1,4,3,0,1,3.0,18,4.534330767227453,1,C7
36107,1,1,3,1,0,5,1.0,19,4.4386372661686115,0,C1
36108,1,1,3,1,1,7,2.0,4,4.369939079029239,0,C8
36109,0,1,3,1,1,0,0.0,19,4.3185307850537615,1,C3
36110,1,1,2,1,1,0,0.0,9,4.283482147048971,0,C14
36114,1,1,4,1,1,12,4.0,16,4.503450193442012,0,C1
36116,1,1,3,2,1,4,4.0,18,4.128941797810101,0,C10
36118,1,1,4,2,1,5,2.0,20,4.460837728633412,1,C21
36123,1,1,4,3,1,5,3.0,17,4.457203443978318,0,C1
36128,1,1,4,3,1,0,0.0,2,4.376394442037266,0,C19
36136,1,1,4,3,1,6,3.0,18,4.462278175996719,1,C2
36140,1,1,2,1,1,0,0.0,22,4.243534101832062,0,C2
36144,0,1,2,1,0,3,3.0,2,4.2503809628480465,0,C16
36147,1,1,2,2,1,2,4.0,22,4.121559844187501,0,C1
36148,1,1,4,4,1,15,3.0,2,4.414706007561081,0,C13
36152,1,1,3,1,1,1,1.0,2,4.343113054845937,0,C21
36159,1,1,2,1,1,12,1.0,13,3.914078585389112,0,C21
36162,1,1,2,2,1,2,3.0,6,4.127674840723474,0,C9
36164,0,1,1,1,1,0,0.0,1,3.7130535087059577,0,C33
36175,1,1,3,3,1,5,3.0,18,4.276668561845278,0,C3
36197,1,1,3,1,1,2,3.0,15,4.209128803328292,0,C11
36198,1,1,3,1,1,13,4.0,16,4.383571231053699,0,C16
36205,1,1,4,3,1,0,0.0,19,4.507186380579435,0,C1
36209,1,1,1,1,1,0,0.0,16,3.937818684698356,0,C12
36222,1,1,3,2,1,0,0.0,18,4.310123790319982,0,C23
36225,1,1,3,2,1,6,2.0,22,4.461468512305526,1,C2
36229,0,1,2,1,0,0,0.0,19,4.409865523598587,0,C5
36233,1,1,3,2,1,8,2.0,20,4.41479959542523,1,C2
36238,1,1,2,2,1,7,3.0,8,4.2802413655205624,1,C8
36244,1,1,2,2,1,3,4.0,9,4.0106391167366295,0,C4
36245,1,1,4,3,1,0,0.0,8,4.474938515734845,0,C1
36246,1,1,1,1,1,0,0.0,14,3.908055874098767,0,C32
36252,1,1,3,3,1,15,4.0,17,4.334437665872242,0,C3
36259,0,1,2,1,0,4,2.0,9,4.196452541703389,0,C35
36263,1,1,1,1,1,0,0.0,19,4.167151857709823,0,C19
36279,1,1,2,2,1,3,4.0,22,4.189995339964319,1,C29
36281,1,1,2,2,1,2,3.0,22,4.06604251633767,0,C2
36293,0,1,3,1,1,0,0.0,19,4.36112317948845,0,C1
36294,1,1,2,2,1,15,3.0,1,4.215277925527016,0,C8
36295,0,1,3,3,1,2,3.0,20,4.332761535609808,0,C3
36299,1,1,3,2,1,0,0.0,5,4.411700497421356,0,C1
36301,1,1,3,2,0,9,1.0,20,4.411922596466199,1,C21
36304,1,1,3,3,1,0,0.0,16,4.260872423223364,1,C1
36313,1,1,2,2,1,9,2.0,1,4.099321457434818,0,C29
36317,1,1,4,4,1,1,3.0,10,4.498806606935368,0,C4
36321,1,1,3,2,1,3,1.0,19,4.314035845679718,1,C17
36324,1,1,4,4,1,15,3.0,12,4.396352805580201,0,C1
36331,1,1,3,1,0,15,4.0,22,4.393315426264592,1,C15
36348,1,1,1,1,1,4,1.0,1,3.8860392755664424,0,C28
36355,1,1,2,1,1,15,3.0,21,4.157783046403016,0,C2
36371,0,1,2,1,1,0,0.0,20,4.211184639034257,0,C11
36376,1,1,3,1,0,15,2.0,19,4.33488782863025,0,C21
36384,0,1,3,3,1,10,4.0,22,4.321523867072268,0,C1
36387,1,1,2,2,1,1,1.0,22,4.237543738142874,0,C2
36392,0,1,1,1,1,0,0.0,1,4.068749707201437,0,C25
36400,1,1,3,3,1,0,0.0,18,4.371437317404101,0,C1
36403,1,1,3,2,1,2,1.0,2,4.423278649642035,0,C3
36413,1,1,4,3,1,1,4.0,13,4.427096432549316,0,C1
36425,1,1,4,4,1,0,0.0,3,4.450618563451726,1,C2
36429,1,1,4,2,0,15,1.0,12,4.438029436143705,1,C1
36436,0,1,1,1,1,0,0.0,1,4.1082605049764735,0,C19
36448,1,1,3,3,1,15,3.0,22,4.34714259389161,1,C1
36452,1,1,4,4,1,9,4.0,17,4.417039675088719,0,C2
36458,0,1,2,2,1,5,3.0,17,4.292034435994736,1,C3
36460,1,1,4,4,1,6,3.0,20,4.420368379857524,0,C1
36468,0,1,3,1,0,15,2.0,15,4.262337161481637,1,C13
36469,1,1,4,3,1,15,3.0,14,4.33488782863025,1,C2
36476,1,1,2,1,0,0,0.0,7,4.2123793976472,1,C1
36479,1,1,4,4,1,1,3.0,19,4.48333049525732,0,C3
36483,1,1,1,1,1,3,2.0,13,4.096736260462468,0,C21
36494,1,1,4,4,1,1,2.0,2,4.4363535037706585,1,C6
36495,1,1,3,1,0,3,3.0,18,4.335096674261542,0,C10
36500,1,1,3,3,1,7,4.0,17,4.267425188503184,0,C8
36502,1,1,2,2,1,5,3.0,17,4.272305844402086,1,C1
36504,1,1,3,1,1,0,0.0,21,4.27813142866487,1,C7
36506,1,1,3,3,0,6,3.0,15,4.32060319775962,1,C2
36507,1,1,2,1,0,6,1.0,19,4.1138898973886935,0,C11
36509,0,1,3,3,1,0,0.0,21,4.39922362152727,0,C6
36511,1,1,2,2,1,2,4.0,22,4.35210530333973,1,C2
36517,1,1,1,1,1,3,1.0,19,4.202804250798899,0,C7
36520,0,1,2,1,1,0,0.0,16,4.36112317948845,0,C10
36522,1,1,3,1,1,12,3.0,5,4.409290500640455,1,C7
36524,1,1,3,1,0,0,0.0,21,4.367072512001651,0,C10
36529,1,1,3,2,1,1,3.0,21,4.3210596292066805,0,C2
36540,0,1,2,2,1,2,3.0,21,4.182437479402676,0,C8
36542,1,1,4,3,1,11,3.0,3,4.506537501806547,1,C2
36549,0,1,2,1,1,1,1.0,20,4.091512201627772,0,C6
36551,1,1,4,4,0,5,3.0,16,4.448397103457768,0,C1
36562,1,1,3,1,1,0,0.0,16,4.252367514459899,0,C1
36563,1,1,2,1,1,0,0.0,18,4.053923150548575,0,C3
36565,0,1,1,1,0,0,0.0,15,4.151798722592861,1,C8
36568,1,1,3,2,1,15,3.0,18,4.228913405994688,0,C14
36570,1,1,4,3,1,5,3.0,21,4.442266489086959,0,C1
36587,1,1,2,2,1,0,0.0,22,4.294686624279443,0,C2
36588,1,1,2,2,1,4,4.0,22,4.1045963540451815,0,C9
36591,1,1,4,4,1,15,4.0,22,4.502459895689659,0,C33
36596,1,1,2,1,1,4,3.0,22,4.270841811533185,0,C2
36601,1,1,2,1,1,2,3.0,5,4.362505093666411,0,C1
36603,1,1,4,4,1,0,0.0,6,4.5005218843480685,0,C34
36606,1,1,3,1,1,3,2.0,17,4.401297125021583,0,C19
36608,1,1,4,4,1,0,0.0,18,4.474332837552168,1,C3
36609,1,1,3,1,0,8,2.0,22,4.343999069057161,0,C15
36614,1,1,2,1,0,5,3.0,14,4.332761535609808,0,C3
36619,1,1,3,1,0,0,0.0,14,4.230244499401375,0,C10
36623,1,1,4,3,1,3,4.0,17,4.5113164038053375,1,C1
36631,1,1,3,3,1,0,0.0,17,4.331743032253954,0,C23
36633,0,1,2,2,0,1,2.0,22,4.391866252436384,0,C16
36643,1,1,4,3,1,3,4.0,17,4.532744190146132,0,C2
36652,1,1,4,4,1,2,2.0,12,4.512300083686591,0,C26
36654,1,1,4,4,1,0,0.0,22,4.455076421987818,0,C1
36655,0,1,3,1,1,8,3.0,8,4.2681097298084785,1,C8
36660,1,1,2,1,0,12,2.0,19,4.208935568850397,0,C11
36668,1,1,3,3,1,4,3.0,22,4.4701163531510035,0,C1
36675,1,1,3,1,0,7,3.0,11,4.284182494636902,0,C2
36676,1,1,2,2,1,2,1.0,12,4.318063334962762,0,C3
36682,0,1,2,1,1,1,1.0,16,4.374557727702108,1,C10
36684,1,1,2,2,1,0,0.0,17,4.212081015992108,1,C22
36693,1,1,3,1,1,10,3.0,13,4.3014640731433,0,C1
36698,1,1,3,3,1,1,1.0,2,4.4938872536087064,0,C10
36702,0,1,3,3,1,9,1.0,22,4.498806606935368,0,C2
36707,1,1,4,3,1,1,3.0,18,4.405004665050369,0,C4
36720,1,1,3,2,0,8,2.0,22,4.4350029815135175,1,C2
36721,0,1,2,2,1,2,1.0,12,4.272305844402086,1,C4
36723,1,1,4,3,1,8,3.0,22,4.439446385139312,0,C2
36724,0,1,3,2,0,9,1.0,16,4.562968172752005,0,C1
36731,0,1,1,1,1,0,0.0,1,4.035765836084906,0,C8
36740,1,1,2,1,1,4,1.0,12,4.250478554920973,1,C10
36742,1,1,2,1,1,0,0.0,16,4.141236493422979,0,C15
36745,1,1,2,2,1,15,2.0,17,4.309289410655256,0,C28
36750,1,1,2,2,1,0,0.0,1,4.3618033589256875,0,C2
36754,0,1,1,1,1,0,0.0,12,4.188422214635828,1,C12
36762,1,1,1,1,1,5,4.0,22,4.161152299002863,0,C25
36766,1,1,4,3,1,2,3.0,18,4.424064525417488,0,C6
36767,1,1,3,3,1,15,3.0,19,4.338528206038367,1,C19
36770,0,1,4,2,1,15,3.0,11,4.518829675611099,0,C2
36771,0,1,2,2,1,0,0.0,10,4.115171002984051,0,C33
36774,0,1,3,1,1,2,3.0,10,4.2803051432550046,0,C4
36777,1,1,3,1,0,6,3.0,18,4.436607849008911,0,C23
36787,1,1,2,1,1,0,0.0,16,4.167813387893943,0,C1
36795,0,1,4,3,1,10,1.0,18,4.500785172917456,0,C5
36797,1,1,2,1,1,0,0.0,18,4.03216731124468,0,C1
36806,1,1,4,4,1,9,1.0,19,4.449879338623202,1,C1
36807,1,1,3,3,1,15,4.0,21,4.486742095533987,0,C8
36808,1,1,3,2,0,0,0.0,13,4.422934381307001,1,C2
36812,1,1,3,3,1,8,3.0,3,4.2680160207819196,1,C2
36820,0,1,2,1,1,9,3.0,2,3.9417598138146954,0,C14
36828,1,1,1,1,0,9,3.0,6,4.109679769252335,0,C4
36831,1,1,4,4,1,5,4.0,19,4.50306034566665,0,C1
36834,1,1,3,3,1,15,3.0,14,4.3023136085192135,0,C1
36836,0,1,2,2,1,5,1.0,16,4.316054258988606,0,C8
36842,1,1,2,2,1,2,4.0,15,4.068749707201437,0,C7
36847,1,1,3,3,0,2,1.0,19,4.418115599024009,1,C7
36850,1,1,4,4,1,14,2.0,5,4.386377667197038,0,C1
36854,1,1,3,2,0,0,0.0,19,4.378470580135304,0,C3
36866,0,1,2,2,1,0,0.0,3,4.289299028878417,0,C2
36867,1,1,3,2,1,10,4.0,18,4.301029995663981,0,C10
36872,1,1,4,3,1,2,3.0,18,4.55250273907384,0,C1
36877,0,1,3,2,1,8,4.0,22,4.324874832207196,1,C11
36878,1,1,3,2,1,0,0.0,2,4.4769909468279305,0,C1
36886,1,1,2,2,1,0,0.0,16,4.347197266829544,0,C3
36895,1,1,2,2,1,1,1.0,19,4.158458991258385,1,C19
36896,0,1,1,1,1,0,0.0,6,4.22580533487163,0,C9
36897,1,1,2,2,1,0,0.0,19,4.189568911922712,0,C11
36909,1,1,4,4,1,15,1.0,19,4.4235997207210636,0,C1
36911,1,1,3,1,1,4,2.0,18,4.241506635238302,1,C2
36912,1,1,4,4,1,0,0.0,18,4.580623942908852,0,C1
36920,1,1,3,3,1,10,4.0,22,4.480581786829169,1,C1
36931,1,1,4,4,1,14,3.0,19,4.417039675088719,0,C16
36936,1,1,2,2,1,1,3.0,18,4.1194868355646355,0,C17
36941,1,1,2,2,1,1,3.0,18,4.376503960252927,1,C10
36948,0,1,3,3,1,12,3.0,22,4.3021317050686365,0,C2
36951,1,1,3,3,1,15,2.0,20,4.290835646600807,0,C11
36955,1,1,3,3,1,9,3.0,21,4.258666011287546,1,C2
36958,0,1,2,1,1,0,0.0,16,4.1138898973886935,0,C5
36967,0,1,4,3,1,0,0.0,18,4.399950474386311,0,C23
36968,1,1,4,3,0,5,3.0,15,4.396722278503773,1,C16
36971,1,1,2,1,0,15,3.0,18,4.2960857445692975,0,C3
36976,1,1,3,3,1,8,3.0,18,4.311669112400611,0,C7
36977,1,1,3,2,1,4,1.0,20,4.33475523986967,0,C11
36983,1,1,2,1,1,0,0.0,20,4.0948762345741425,0,C1
36984,1,1,3,1,0,1,3.0,2,4.4473751243144495,0,C3
36985,0,1,1,1,1,0,0.0,17,4.170167803732379,0,C25
36986,1,1,4,4,1,0,0.0,14,4.456778872156544,1,C23
36988,1,1,2,2,1,0,0.0,2,4.19017476342562,1,C28
36989,1,1,4,4,1,0,0.0,21,4.527289548718298,0,C23
36990,1,1,2,1,0,5,2.0,20,4.177617291387988,0,C13
36994,1,1,3,3,1,7,4.0,16,4.4044231656375095,0,C2
36999,0,1,3,1,1,5,1.0,1,4.4373192242406985,0,C4
37006,0,1,1,1,1,0,0.0,18,4.165576673171874,0,C2
37012,1,1,2,1,1,0,0.0,22,4.2996380249790755,0,C9
37017,1,1,3,2,0,4,3.0,22,4.353339095311305,1,C3
37018,1,1,2,2,1,8,3.0,4,4.16790781000148,0,C22
37020,1,1,4,4,1,12,3.0,19,4.4627722284106115,0,C8
37025,0,1,1,1,0,0,0.0,14,4.164114820984341,0,C1
37028,1,1,4,4,1,15,3.0,16,4.385927854125336,0,C1
37029,1,1,3,3,1,3,2.0,12,4.402557117981487,1,C24
37038,1,1,4,3,1,15,1.0,22,4.534939449151762,0,C3
37052,0,1,4,4,1,15,4.0,20,4.547882957941627,1,C1
37054,1,1,3,3,1,0,0.0,18,4.490042800264223,0,C12
37060,1,1,3,3,1,15,3.0,16,4.4284587735155805,0,C1
37063,1,1,3,2,1,1,3.0,22,4.565545595639816,1,C2
37065,0,1,2,1,1,0,0.0,15,4.295435142353147,0,C16
37072,0,1,3,2,1,3,2.0,15,4.292610452838321,0,C8
37075,1,1,3,3,0,0,0.0,14,4.391146906415991,0,C1
37079,0,1,2,1,1,5,2.0,20,4.266250517278048,0,C16
37086,1,1,1,1,1,0,0.0,22,4.261481745640964,0,C9
37091,1,1,4,4,1,11,3.0,21,4.5003901801827215,1,C1
37100,1,1,3,2,1,3,3.0,21,4.2309799686404865,0,C11
37105,1,1,1,1,0,0,0.0,5,4.1846687220156955,0,C1
37107,0,1,2,1,1,0,0.0,2,4.247973266361806,0,C18
37117,0,1,2,2,1,3,1.0,13,4.30629632863675,0,C2
37120,1,1,3,3,1,0,0.0,18,4.439294790112383,0,C1
37129,1,1,2,2,1,2,1.0,1,4.04145585067094,0,C19
37140,1,1,4,4,1,0,0.0,1,4.393364585185002,0,C19
37142,1,1,4,4,1,8,3.0,16,4.517723594833735,0,C1
37143,1,1,2,2,1,0,0.0,21,4.09892047872233,1,C1
37147,0,1,3,3,1,8,2.0,17,4.436607849008911,0,C1
37151,1,1,3,3,1,15,3.0,1,4.245670564373571,0,C6
37157,1,1,4,4,1,15,3.0,1,4.335931053926267,0,C8
37158,0,1,2,2,1,11,3.0,16,4.1697919538760315,1,C17
37164,1,1,3,1,0,2,2.0,13,4.284746469577731,0,C6
37165,1,1,3,1,1,10,3.0,22,4.289299028878417,1,C2
37171,1,1,4,3,1,0,0.0,19,4.449138853393678,0,C1
37179,0,1,2,1,0,0,0.0,21,4.382614912053829,0,C3
37187,1,1,1,1,1,1,3.0,5,4.192143544584584,1,C7
37197,1,1,3,1,0,0,0.0,21,4.245255963404706,0,C2
37210,1,1,2,2,1,4,3.0,8,4.3083509485867255,1,C1
37215,1,1,4,4,1,0,0.0,21,4.360441933102638,0,C1
37221,1,1,4,3,1,0,0.0,2,4.500785172917456,1,C2
37227,1,1,3,3,1,1,3.0,19,4.377903359653333,0,C24
37229,1,1,2,2,1,5,3.0,9,4.3271545124094315,0,C4
37230,1,1,3,2,0,15,4.0,16,4.411922596466199,0,C1
37234,0,1,1,1,1,4,3.0,2,4.039889797736182,0,C25
37236,0,1,2,2,1,3,4.0,18,4.195190925472363,0,C12
37242,1,1,3,3,1,6,3.0,16,4.170777866857683,0,C1
37262,1,1,3,3,1,0,0.0,22,4.417052974363939,1,C3
37263,1,1,3,3,1,2,4.0,18,4.458939861890326,0,C1
37265,1,1,3,1,0,1,3.0,19,4.250615146990633,0,C3
37272,1,1,1,1,1,4,3.0,22,3.941312625360662,0,C2
37279,0,1,1,1,1,0,0.0,18,4.029448714061213,0,C4
37281,0,1,4,4,1,10,3.0,16,4.562732885191309,1,C3
37284,1,1,3,3,1,0,0.0,15,4.193013226515948,1,C7
37289,1,1,3,1,1,8,3.0,7,4.403566602538052,0,C1
37290,0,1,3,1,1,2,1.0,1,4.400848705279212,0,C24
37291,1,1,4,3,1,11,4.0,22,4.469498014518465,0,C1
37297,1,1,3,1,0,0,0.0,8,4.400848705279212,0,C4
37298,1,1,4,3,0,0,0.0,5,4.531696010014485,0,C1
37302,1,1,4,3,1,15,4.0,22,4.425064458979338,1,C1
37303,1,1,4,4,1,0,0.0,22,4.364138078662601,1,C21
37304,0,1,3,1,0,4,3.0,10,4.402020518733946,0,C20
37305,0,1,4,3,1,10,2.0,17,4.436518845118466,0,C1
